date,Skew_sharpe_3y,Trend_sharpe_3y,50% skew / 50% trend_sharpe_3y,Skew_sharpe_5y,Trend_sharpe_5y,50% skew / 50% trend_sharpe_5y,skew_trend_correlation_3y
1999-03-17,1.2665520700712654,1.3566932672540306,1.6438609482330573,0.7814638349349374,1.0236601424193743,1.2504063148756728,0.2727771975343792
1999-03-18,1.2877946512466376,1.3980450987570776,1.685100835612101,0.7918053153319687,1.027740155147461,1.2594097875972152,0.2718362943130281
1999-03-19,1.2696181183558073,1.3927504160793958,1.6703399253258258,0.7463427203306949,1.0170630036767707,1.2221350957218333,0.273614276170632
1999-03-22,1.2414096084675597,1.2940437102587918,1.5859751512802007,0.7232860799021699,0.987232499203056,1.185076760729951,0.27308776741903995
1999-03-23,1.2402547327314244,1.2525706292908256,1.556113301363635,0.7045994707642985,1.003199213516797,1.185569160036167,0.2734916397322901
1999-03-24,1.2384119347805824,1.26784847619482,1.5654567841081541,0.7220840483681948,1.0383820897115503,1.2229263694524937,0.2740392532654257
1999-03-25,1.2486603684935822,1.2260585188801079,1.5404497006328544,0.718657368813749,1.0201239404484455,1.2064336465184191,0.2760456939970609
1999-03-26,1.2970408146475665,1.2111939143826724,1.557216265967675,0.7220132182349847,1.028587231072667,1.2146546047596576,0.27469629235340454
1999-03-29,1.3276853354728182,1.2472302956609724,1.600809446963786,0.7147680646492033,1.0258459079785653,1.208342931666378,0.272112383534181
1999-03-30,1.3721062943178701,1.2614006699681521,1.6345485731077922,0.740772789890225,1.0472172945664857,1.2401367293563323,0.27278225310804644
1999-03-31,1.3447329000225579,1.261445635889829,1.620486258262166,0.7504977239729742,1.064395491604158,1.2591174686565312,0.27123113476272864
1999-04-01,1.3982732925729067,1.2462863946561507,1.6371978918176269,0.7597620879898157,1.059591910747243,1.2607505884898205,0.2739209945481721
1999-04-02,1.4351530495447964,1.262602188124833,1.668901641123894,0.750581238217495,1.0781609658141225,1.26860906259546,0.27373758013062865
1999-04-05,1.421221559072588,1.236050845753473,1.644504354287105,0.7798457663278692,1.0805050867614294,1.2872221619917847,0.2708209664630855
1999-04-06,1.4119103277207545,1.2541339039274908,1.6514600190469169,0.7735279511364848,1.083098091669279,1.2856218766756977,0.27173956800071275
1999-04-07,1.3742560598567706,1.2681344721262333,1.6395714102569556,0.7677916821905928,1.0867667652650916,1.2850842151022164,0.27373457604271334
1999-04-08,1.4156004911068014,1.2928386221741273,1.6782827113651835,0.7895351262555573,1.10832755938895,1.3137286809271733,0.2754324049587484
1999-04-09,1.4954112043227428,1.2768828201614122,1.7082814110483973,0.7848740261760305,1.1051303327138926,1.3084019036140244,0.2769997665760953
1999-04-12,1.4777067090836353,1.2817828935017601,1.7022201520314932,0.7900840111499888,1.1231249599322481,1.3252134177095463,0.2767095961773985
1999-04-13,1.472804862971882,1.2284790171629314,1.6601758538292601,0.7789016994393348,1.096189347582187,1.2972116156243938,0.2792737096172658
1999-04-14,1.4737756408158038,1.2157806508500661,1.6513022211694903,0.7677312213236536,1.0917166314893354,1.2870660036923742,0.27992339136533184
1999-04-15,1.4687662814524385,1.1938369149921049,1.6325463720499,0.7721044006480567,1.043673850814293,1.2509476893756473,0.28058225268115194
1999-04-16,1.459568153645667,1.1642748827199234,1.6067931053106177,0.7723306916510363,1.0258860612744696,1.2373509451600802,0.2804108856193658
1999-04-19,1.470992126156053,1.1793649147638887,1.6239436459922783,0.7641966680588383,1.0242656845542368,1.2313749587443705,0.2798624637749983
1999-04-20,1.4543530059666812,1.2142874557140624,1.639124753086337,0.7443494691466421,1.0324374022408336,1.225716687634471,0.2811000971620271
1999-04-21,1.4574577980831238,1.245291304309322,1.662099795257807,0.7546446294794136,1.0258247965140816,1.2264271963618747,0.28213465033107055
1999-04-22,1.4458476383761196,1.1994515540394666,1.6241592481248561,0.7452384574827114,1.0480026560684028,1.2371784269150121,0.2815182282747898
1999-04-23,1.5215076188081609,1.2981147110865068,1.7427506359968161,0.731611077321254,1.024446153168414,1.2120580180853917,0.26955297865074246
1999-04-26,1.5584634136131563,1.311701179078472,1.7705947984229846,0.7443169915159928,1.0356514940939388,1.2274398838287435,0.27200708737367385
1999-04-27,1.5681404380688384,1.326716418929678,1.7864425854657893,0.7397284869179785,1.0635060634542328,1.2451050504879737,0.2721129852519596
1999-04-28,1.5828591926015028,1.3076561988062843,1.7804919485645905,0.741655956266439,1.0421589242552225,1.229547442922311,0.2725966964968959
1999-04-29,1.5817503461506106,1.314226806162534,1.7844955572367083,0.7475861506014211,1.0450027787376361,1.2351072046593305,0.27261465429156895
1999-04-30,1.5708064610478345,1.2446112488682626,1.7274016963187855,0.7303821608864541,1.0169899509598144,1.2025452830802446,0.2742710592116375
1999-05-03,1.5332019991374382,1.2407620314473584,1.7034750636006055,0.7415094202202086,1.002337888572402,1.197393615562117,0.2749700205786672
1999-05-04,1.498739728037099,1.1867712700751392,1.6456579043236408,0.7209482447743426,0.9941917925281044,1.1783030949647015,0.27647553773341604
1999-05-05,1.4730340860455815,1.181450163898506,1.6280624454779016,0.7213301208373266,0.9999151716099809,1.1828648386593206,0.2761306596246572
1999-05-06,1.4196933575462785,1.1397638864843556,1.5689892133022707,0.6986806260963184,0.9966908984967758,1.1663813562592429,0.27749538383376726
1999-05-07,1.4363329717492608,1.1546372748614198,1.5880468596416106,0.7125737536051536,1.0085422504343937,1.1832259705218504,0.2781127906358356
1999-05-10,1.3988337361697154,1.1498968697434553,1.5640177084171845,0.7191994728359009,0.9777257330348532,1.1630036086393185,0.27826578060803225
1999-05-11,1.3913434022991356,1.1626848362905118,1.5690044535291876,0.7034359958585853,0.9978965223189243,1.1683999961271698,0.27855532528552596
1999-05-12,1.3795295293216625,1.1729351285054672,1.5696637220176288,0.7073239019644256,1.009603766038968,1.1796106535255428,0.27894642889395344
1999-05-13,1.3878483639190817,1.1733031891651593,1.5746613386318726,0.7057337106580306,1.01152256375635,1.180060776472751,0.27854212201934747
1999-05-14,1.3972167663666437,1.1062129105233753,1.5302202457276548,0.7004851078003312,0.980702549139516,1.1530281736231165,0.28093727354438464
1999-05-17,1.3593603607162672,1.094490785125093,1.501803200954495,0.7034699846541199,0.9645661665292595,1.142082616346916,0.2804252138802448
1999-05-18,1.3392159824396934,1.1184532445978446,1.5087883914423745,0.694887309097505,0.9798295623298596,1.1491512558603607,0.279083104253817
1999-05-19,1.4395582160359233,1.1601711810081514,1.5941894846202904,0.7172622477796045,0.9909181458145486,1.1703147500826392,0.2751491085977556
1999-05-20,1.4566493231920628,1.1667721556820725,1.6082757111380932,0.7182052317278155,1.004309316776251,1.1806501527906024,0.27490416986258276
1999-05-21,1.5373534554230606,1.168994292047003,1.651364566374963,0.7317708069246791,1.0299563584304001,1.2074664356903315,0.27700138567774607
1999-05-24,1.5544039158383158,1.2126451534156724,1.6902574760724278,0.7604475832897404,1.0419053565592216,1.2323175954588539,0.2789386477559801
1999-05-25,1.5066447108856922,1.1857926728187966,1.645035878842967,0.7559480366314536,1.028326383902711,1.218856807719023,0.28002651540678614
1999-05-26,1.4787021670624996,1.2312072691577671,1.66025943063878,0.7609577507745368,1.053605020065505,1.2407757922881193,0.2825687300650049
1999-05-27,1.454787593298039,1.2593922151858035,1.6677158203813167,0.7601321870063571,1.0509211437846901,1.2382339996156448,0.2821577056706958
1999-05-28,1.4962735116481387,1.1934585120444154,1.6356937559492368,0.7611416430013325,1.0328670272679428,1.2246158315778006,0.2941792498390282
1999-06-01,1.4730474105640312,1.2104220193097277,1.638170212951456,0.7316960526057457,1.066256357246123,1.2345134715794908,0.2896370278478869
1999-06-02,1.471601352187257,1.2201341522091582,1.6440072388906224,0.761494165523842,1.061551597926904,1.2476572214586352,0.2900743139142115
1999-06-03,1.448097678603166,1.1949862473756712,1.6124994631850438,0.7299422861923028,1.0475571162489474,1.2176605365122712,0.29208305279316715
1999-06-04,1.4720249006857171,1.2041699562406403,1.6317458158611797,0.757983571327999,1.0446513925416459,1.23126545960744,0.2921050423768951
1999-06-07,1.4773754639232293,1.218645924621229,1.6450067624627833,0.7580502883719341,1.0638954397215075,1.2458147130071595,0.29194015271781015
1999-06-08,1.4717618416355231,1.2445939648108055,1.6619536354328852,0.7647229488656636,1.058887085946326,1.2452592933221371,0.28941878885440936
1999-06-09,1.496398375785648,1.254820247817623,1.6821548175063457,0.7459321014229631,1.1008893061593907,1.2642456993692488,0.2893788474672002
1999-06-10,1.4595766881801027,1.2638710357907317,1.669452621019367,0.735224971640686,1.107427872109277,1.2632304005358017,0.2887784959978378
1999-06-11,1.4466159636372866,1.2593279030323827,1.6594599182225276,0.7481757736873397,1.080684227885757,1.248553256000639,0.28867578857861725
1999-06-14,1.4352245986559748,1.202723826676037,1.6146264538041444,0.7413674050432687,1.0744891033585504,1.2397841892903905,0.2861156139271562
1999-06-15,1.4838024137637096,1.2423471067347218,1.6666451151340884,0.7804032347618628,1.0894260130723625,1.2718114340964357,0.2894728445327781
1999-06-16,1.473681443438931,1.2551772944402901,1.6703326291980312,0.7868787862678122,1.1057629388374766,1.2879844782971983,0.28941566318522627
1999-06-17,1.506236492202033,1.2287033206841924,1.671141218738459,0.8163055169820111,1.0767213929125485,1.2837721311396637,0.28564949461816747
1999-06-18,1.4469908947799957,1.2403647676021103,1.6454744780637254,0.7950745789214252,1.0645904064862926,1.2616719229867115,0.2901031052384991
1999-06-21,1.407523641812523,1.253825990600947,1.6332172867450279,0.7945198866155058,1.066186164924193,1.2625772374168869,0.29101154880339947
1999-06-22,1.4474211630382883,1.2647433409598778,1.6606894151569334,0.7992966250145346,1.0766987089167799,1.2730578110892194,0.292931191829983
1999-06-23,1.4545868388722614,1.272686182567255,1.670103213843369,0.7961645301038756,1.0853199355465983,1.2775787032480233,0.2929540663194589
1999-06-24,1.460930522511035,1.2853852422866912,1.6824008432803848,0.8153390181449293,1.074902123739986,1.279742282550002,0.29298820406683534
1999-06-25,1.4525942487079628,1.2754314642513958,1.6707915167195908,0.8392276905293392,1.059081095233359,1.2805776975490173,0.2932282481794603
1999-06-28,1.534518166977906,1.2385453692306818,1.6829818001826071,0.8525203859285403,1.0563056863569276,1.286268424032989,0.3001964338445502
1999-06-29,1.5393731102146504,1.2341231889901538,1.6825204125767854,0.8437928758811235,1.0577818868611744,1.2821768564369016,0.30001316807178763
1999-06-30,1.5585591753637347,1.1601428227362978,1.6397668525618974,0.834850353857329,1.048885115214818,1.2696842685815306,0.29914291898410394
1999-07-01,1.5992967638776925,1.2022581381461732,1.6885036566520448,0.8615903844544773,1.0696099754979214,1.298895143680134,0.3028706547710604
1999-07-02,1.669638693953276,1.2199427176348951,1.7352916911427183,0.8766703968232835,1.087543141440419,1.3200419258862663,0.30653393730004685
1999-07-06,1.6797991092786737,1.2734692823541391,1.7750975142688399,0.8880031920347529,1.1380197386794066,1.362439541672895,0.3097624896744375
1999-07-07,1.7225142724830607,1.281847910681403,1.8029160860205642,0.883221397201754,1.1256860365410937,1.3501582762352453,0.3090945941483648
1999-07-08,1.74621933555019,1.3239501659131752,1.8453736836969854,0.8875564734671281,1.134614215038468,1.3590352378293606,0.3096756489795557
1999-07-09,1.7331637134822557,1.3565934209728376,1.8597317168547451,0.9042176813298666,1.1492987238367705,1.379178399602581,0.31211656454123254
1999-07-12,1.6921864317795234,1.3572408589368732,1.8352067901551785,0.901755846102048,1.1363185205139206,1.3679206226781875,0.3171061999183818
1999-07-13,1.7151320773010965,1.3905394441681815,1.8711014121242913,0.9089883524586007,1.140377127445764,1.3750222886574264,0.316659529215811
1999-07-14,1.7146494256031617,1.3987719999178008,1.8771482584231984,0.8967350761958063,1.1305270382438075,1.3604369427470446,0.31603321493385783
1999-07-15,1.6944564207987265,1.3987778282274868,1.8662015509282268,0.8707176506220492,1.140571177482742,1.3519178500732962,0.3168366973861864
1999-07-16,1.7048195509050148,1.42393370758309,1.888603359160114,0.8922950844234272,1.1740622219021002,1.3893366398031664,0.31789296397891137
1999-07-19,1.6731224480832125,1.416235547915277,1.8664114546663808,0.881003613596748,1.1593353902381334,1.3712152984421904,0.31873703863320724
1999-07-20,1.654414672902395,1.3860701478927884,1.8350317673700796,0.8726044900196035,1.1345934957377044,1.348296157582776,0.3185606391335076
1999-07-21,1.6988497531910505,1.3351538540559018,1.8193374017411577,0.8769411588438815,1.1118470310029256,1.333656589282711,0.32151446342584156
1999-07-22,1.6597042859606563,1.3665434322105698,1.8224368058707177,0.8652548334678413,1.1283565252821899,1.340084744720624,0.31999688441682006
1999-07-23,1.65151527669312,1.3957909145442173,1.8394483142098512,0.8436858734431351,1.117135281294405,1.3196316186650112,0.3196020337772589
1999-07-26,1.627537793166702,1.3984717916012406,1.8293033210649905,0.82946969981695,1.1387620627937984,1.3273455799700782,0.3189389741986288
1999-07-27,1.6136158391034923,1.4013699951892091,1.8242061156207827,0.8420991123770326,1.1499715371809685,1.3426125614599433,0.3186234903232875
1999-07-28,1.6231762638170781,1.4257806327608258,1.8470044395774168,0.8319023216576399,1.1472962083615954,1.334880569617543,0.3178560483948876
1999-07-29,1.6018181985935944,1.4114167300518952,1.8258477576151555,0.8403353792008609,1.1378293603439829,1.3322626510576736,0.317788508784101
1999-07-30,1.5484156606776267,1.379481163282737,1.7749824762690338,0.8022597544815353,1.115055543604843,1.2928878428589636,0.3195223478876172
1999-08-02,1.545629268845421,1.3400227624599115,1.743880820459144,0.7907789386465968,1.0946224827175186,1.2703543131922481,0.32207904004940513
1999-08-03,1.5444628908828657,1.31754224308536,1.7276035964364933,0.7857117685668313,1.0971803761708614,1.269273012659113,0.32179749254809564
1999-08-04,1.5750896643361463,1.2703572787825284,1.7060006844319362,0.778795665083904,1.098970581032085,1.2665114495951943,0.32791056223159526
1999-08-05,1.6028466229659772,1.2834184181556887,1.7303661029249038,0.7971874321196424,1.0733739827189188,1.2571467619046974,0.32659280289871795
1999-08-06,1.561536902686518,1.3038229509475887,1.7246160809363835,0.7779368054534833,1.087372876953625,1.2573015437866686,0.3246115318017829
1999-08-09,1.5657519401299271,1.3282173665336672,1.7442885134296129,0.7814683003005014,1.082864816550846,1.2557204309471839,0.3241197715905073
1999-08-10,1.5669385638308597,1.3046400276503807,1.7278360442423049,0.7777079983534219,1.0906056238916557,1.2593011663522262,0.32475415609094055
1999-08-11,1.5939828585162867,1.3184344609070946,1.7518788163010575,0.782263895448541,1.1247700783767753,1.2862214397614964,0.3244595619703851
1999-08-12,1.6243182929148874,1.337362300990655,1.7801232439385593,0.7994636952800693,1.125761184274448,1.296091920126327,0.3258430733835238
1999-08-13,1.6362320848730967,1.3223829160592817,1.776393190243338,0.7827764359852073,1.1177321008948895,1.2805502299401623,0.324675048350958
1999-08-16,1.6537199612610085,1.3104589383422844,1.7759663129043226,0.7941431622688206,1.1213714267375368,1.2898891953823561,0.32601800411700954
1999-08-17,1.6987461681810072,1.2897382752226871,1.784121681624429,0.8058236525902258,1.113967188743311,1.2911792902668917,0.32643101898347515
1999-08-18,1.7286941774704976,1.2885994932944125,1.79713889025864,0.7946807340642361,1.1326636513650084,1.2987974966442162,0.328314612789161
1999-08-19,1.6889770296826372,1.2914424290554904,1.7790712586719146,0.7837868165857507,1.126250400347315,1.2877020566193638,0.32817155326055314
1999-08-20,1.6935067869486575,1.296601240798747,1.7849363152613018,0.7930941999171187,1.131288798180428,1.2966356421271727,0.3283218072593031
1999-08-23,1.7203080280604341,1.3072389170975778,1.8051167722839452,0.7873452132667752,1.1415258349692747,1.3012727592028097,0.32940681577959136
1999-08-24,1.7095008688445725,1.2889024722476212,1.7865978177787005,0.7777752067522321,1.136995263351163,1.2924214798736353,0.3295380640484683
1999-08-25,1.7165922272933611,1.2516918260401553,1.7643182468779675,0.7860205966245462,1.1107745260984516,1.2777792979455669,0.3283411957496762
1999-08-26,1.7503724230465048,1.2442324854442206,1.7754952871387697,0.7912298362812411,1.0927751326958357,1.267255589587722,0.3297387697356551
1999-08-27,1.7455767491227947,1.2701621874754334,1.7918941204233387,0.7778191049012367,1.095413190812736,1.2619164197753,0.32891295405903387
1999-08-30,1.7786761047816544,1.2708030255586573,1.8068077434608845,0.7798188232203956,1.1101494011731752,1.2744357826799135,0.33193268650522884
1999-08-31,1.6905059154396989,1.2448146418683903,1.7418228187525568,0.7456670903043675,1.094258796687419,1.24183975459793,0.335257696457631
1999-09-01,1.6372561440220423,1.2483531737825968,1.717299676592186,0.7446858869754095,1.0947331518599468,1.2416618708255478,0.33520552687277866
1999-09-02,1.6259870817654702,1.2110841889071577,1.6844228775108434,0.7356955754155865,1.0580017735064742,1.2082757230462278,0.3369929429961611
1999-09-03,1.661204498505573,1.198027739188017,1.6944577564643661,0.7663488398400279,1.0605932956131756,1.2283518291836455,0.3353234147052605
1999-09-07,1.6455882880676151,1.1799961506894456,1.6735590177796265,0.7733582441578821,1.044156113928887,1.2196394862527027,0.3356230086014739
1999-09-08,1.606555771340723,1.2261449201515437,1.6787240104026742,0.7837036942684951,1.0412256569670826,1.2233235396671032,0.34685192619091654
1999-09-09,1.5295083675274543,1.264655032149493,1.667406462118793,0.7685963621422843,1.057264729252292,1.227720032349616,0.34578995834045684
1999-09-10,1.568640959425833,1.2435326671422042,1.6728907313400403,0.7896717304661368,1.0508965022662835,1.2351781196340479,0.3454343023200077
1999-09-13,1.6075751658456054,1.2860758612698284,1.7235124091135519,0.7673434155670859,1.0756425388015716,1.2407593023837349,0.3431293584184192
1999-09-14,1.5707110982974253,1.2831608422807084,1.7034037413331091,0.7793664391931618,1.0697996493502295,1.2426190028112953,0.341640207384896
1999-09-15,1.5737760171904043,1.2762859902945602,1.700025654042933,0.7744345137205496,1.0920786996795908,1.256139584417099,0.34185636801386204
1999-09-16,1.5883122477630611,1.2713826782626103,1.7044249743182598,0.7922559224362822,1.0704644604640514,1.2499059087593132,0.34110148106110455
1999-09-17,1.617279986371928,1.30389684930992,1.7433420278377065,0.7973105469897424,1.0767921970453156,1.2575824950112173,0.33930050727246974
1999-09-20,1.5740645769741517,1.3000735932514527,1.718343563010115,0.781634708853218,1.075981038894663,1.2482182816280725,0.3390618257065324
1999-09-21,1.560298396256526,1.289006530873223,1.7032133383604682,0.7846937280319048,1.0563756250824552,1.2357844327442373,0.3392048374434859
1999-09-22,1.5949837764414576,1.2665480630809622,1.7060332658750614,0.7979160296280988,1.040123493689489,1.2316370847250666,0.33778285487349874
1999-09-23,1.6133554451389456,1.236824430104142,1.696433161411814,0.8269004432044808,1.0237840004085215,1.2366468273841522,0.33467308763719794
1999-09-24,1.62625997417412,1.2192450470280576,1.692052755660793,0.8386267965960175,1.0223044438347548,1.2428383098087468,0.3322578134152832
1999-09-27,1.6414231259187415,1.2036304555886066,1.6912360089647638,0.8619771270292798,1.0075388138078192,1.2465638924006535,0.3285184761882982
1999-09-28,1.6993310045870131,1.1450829471143678,1.68307003691049,0.8646078035309757,0.9832227830601901,1.2312000114442063,0.3208237978920292
1999-09-29,1.6508654743364568,1.189082524903916,1.6861291392629247,0.8565922397785067,0.9903090451335521,1.2321610274914045,0.324818134300245
1999-09-30,1.6946078144031689,1.169834858196088,1.6923013144574373,0.8583590036281407,0.9985197392049415,1.2393744252653633,0.3280106601671458
1999-10-01,1.6686689436145186,1.2001288930372895,1.7019460813391367,0.8524909745401579,1.0116167339715056,1.2464051679773318,0.32572756402490743
1999-10-04,1.6864476411197227,1.1751768432723835,1.6934106377534446,0.8726789366890024,0.9849535045999025,1.2375898438457533,0.32492233467402304
1999-10-05,1.6498578772879064,1.215178787574221,1.7051010520628729,0.851943321323382,0.9976926313403165,1.236054541150197,0.3225188222295714
1999-10-06,1.6435246413013076,1.2278183202353437,1.710545876798326,0.85978141539119,0.9834560839619202,1.2296679133220518,0.3231617211314667
1999-10-07,1.6701260830253803,1.2191293031809758,1.7167941420384132,0.8394102601539649,0.9647761056372665,1.204524160451823,0.32437481583810246
1999-10-08,1.6532049327114617,1.1812137569619618,1.680826773510549,0.8359031615007924,0.9529532083738089,1.1934334171249146,0.3248866636614115
1999-10-11,1.6662250639087202,1.1832008728619534,1.6888766145980219,0.8369276273948868,0.9480284555298937,1.1904158070402713,0.32496622061653263
1999-10-12,1.6242481001299325,1.1801412102760718,1.6644386141183805,0.8367013112873203,0.9344590177088776,1.1797336266945964,0.3263816084097643
1999-10-13,1.613563317800891,1.1813516558746828,1.659923226822893,0.8381461223706541,0.9444087809646935,1.1879954008407025,0.3261979438516899
1999-10-14,1.6123020745510503,1.1751170505500654,1.6547857840489033,0.8228042221909936,0.952107671038621,1.1846079688014943,0.3262869686041918
1999-10-15,1.6715086338521772,1.1593968553641663,1.6729904802021447,0.8258984738937185,0.9656382100457657,1.1964554568677173,0.32623522788140485
1999-10-18,1.6395294416244142,1.1621071266135075,1.658570373604808,0.8253394420059981,0.9640811961133082,1.1949474179290378,0.32631630825624425
1999-10-19,1.6053077266702078,1.1778629141379227,1.6523751085543064,0.8210802888726655,0.9557944479576334,1.1862364268956282,0.3264362719878928
1999-10-20,1.6109106522497343,1.1766272597420575,1.6542755745804478,0.8146178588141253,0.9655789495614392,1.18966585331548,0.32658404670035285
1999-10-21,1.6094404011621388,1.1655279297522072,1.6453990849903284,0.8036348160899545,0.962450233109665,1.1810938954357915,0.3270425070763139
1999-10-22,1.5873901294510833,1.2042417602025073,1.6593229494591726,0.8092757564516447,0.9750293173856975,1.193486299166108,0.3304762501664062
1999-10-25,1.6150635689645563,1.1808152699355696,1.6552635157283795,0.7919654298358173,0.9682141605699663,1.1782905970669255,0.3321308897579276
1999-10-26,1.6063097526472332,1.1923292474107945,1.6578973717349332,0.8204392109066493,0.992677393236763,1.2130910781552955,0.3336644587959302
1999-10-27,1.6266597975911379,1.1852655022092113,1.6631064658582788,0.813290470473104,1.0113219557668471,1.2223360709740823,0.3334986971258941
1999-10-28,1.6083821028317322,1.1604494846602784,1.6361463259786608,0.8107606385786778,0.996568640130257,1.2097246373088981,0.3335330723784984
1999-10-29,1.6080067425193294,1.1319354917076545,1.6168106129517679,0.8416623260340526,0.9644773312683278,1.2030323029662715,0.3312512595459072
1999-11-01,1.629022276872522,1.1421633292962783,1.6340138552728047,0.8557739998829925,0.9980092797103063,1.2356971702525459,0.3324560215016577
1999-11-02,1.6425865867467588,1.1476573272469102,1.6451560893130799,0.8594563632857778,0.9992200156997882,1.2388459204179725,0.33162236516558286
1999-11-03,1.6751018787770842,1.1281444814584936,1.6463266401018688,0.8587507934454115,0.980263124097958,1.2241364249645565,0.33301949334679043
1999-11-04,1.7004896038342168,1.1514800585420348,1.6765540328345843,0.8582325240794784,0.9695474508486317,1.2160922729290382,0.3321743559146734
1999-11-05,1.6978427636912863,1.1686598606438037,1.6864317895762562,0.8678938297036793,0.9666966777605446,1.2196277121413364,0.3340156995416016
1999-11-08,1.732061553813119,1.156339053385152,1.6927462814619232,0.8693543375195192,0.9578953543495726,1.213673566149666,0.3366592264288446
1999-11-09,1.7385458756211118,1.1578213037310834,1.696985281086068,0.8922068824302013,0.9597648835029606,1.2278952320790952,0.33674959380026503
1999-11-10,1.7174851329270382,1.1782788557542174,1.700292819580511,0.9355990544851908,0.9948290421716278,1.2807913173366536,0.3373825809047618
1999-11-11,1.7179139090339246,1.183844937121994,1.7042823161872371,0.9351640808271191,1.015172228197985,1.2951528895457858,0.33765870266503173
1999-11-12,1.7457708316001113,1.1796977621725697,1.7161178890447073,0.937821192573066,1.007620798083978,1.2914575833752575,0.33721425846115693
1999-11-15,1.7111441106795366,1.184272133031947,1.7011985653022756,0.9181553564136956,0.9910963526039968,1.2676781798016232,0.3388238757623155
1999-11-16,1.733470769927935,1.1760597603151908,1.7054244618734848,0.9224379737818719,0.9879578991716276,1.2676372563663236,0.34034635406263547
1999-11-17,1.7093337850785681,1.1941833419399095,1.706428024222141,0.9166244877765525,0.9907792776025195,1.2666490269559894,0.33958866715385516
1999-11-18,1.6590474248064375,1.2091538950952105,1.6900262802270152,0.8869723093268616,1.016450786126288,1.2674291482367626,0.34121161832724917
1999-11-19,1.6613793293063692,1.2071429374992293,1.6897922539674048,0.8832942132346034,1.0164572036613162,1.2653057422925997,0.3411544756135615
1999-11-22,1.6324229981622593,1.2009290480725234,1.6711242525832262,0.9063367666077787,1.0263507669878114,1.2863931064789538,0.3408456913427359
1999-11-23,1.5837853873047074,1.1894564500282425,1.637382098395419,0.8780597260326912,1.0063013268619543,1.255545708323348,0.34243840046616325
1999-11-24,1.5634497254463904,1.1693040360300606,1.6137273119659399,0.8653732963212831,1.017635060891697,1.2569113791553201,0.3414716729567293
1999-11-26,1.5392451830168437,1.2418994384978117,1.6516351477193973,0.8685475850763733,1.0380209599442485,1.2742267629649975,0.34481405488398287
1999-11-29,1.5504036567112855,1.261434776263249,1.6711654243310834,0.8508664071588541,1.050210030119076,1.2738299502430426,0.3442682008519054
1999-11-30,1.5947486320639603,1.219829451454099,1.658987359685845,0.8541032250094055,1.047651101825866,1.2737413184531294,0.3510157606937112
1999-12-01,1.6264607243158888,1.1994127168474367,1.6598618811595836,0.884304177162393,1.058442904474389,1.2996695865106007,0.3517607443989507
1999-12-02,1.6166692074309437,1.2209499141726898,1.668622395092395,0.901571230278088,1.079839352611246,1.3248136973328806,0.35389826233862676
1999-12-03,1.6088628622149928,1.2308926785922845,1.6714734234229327,0.8920602737255264,1.079250492500122,1.3189798413438891,0.35445019554033724
1999-12-06,1.6869716985943264,1.186138834131626,1.6768265926414943,0.9191948833108733,1.0558579334150866,1.3173369021623431,0.3553169077183386
1999-12-07,1.724624760376652,1.1553370824797875,1.671997026201455,0.9166902508981634,1.0478302600613945,1.3097680594711225,0.3564601107380255
1999-12-08,1.726203044884521,1.18063302885062,1.6898887012097716,0.9196023971827341,1.0808123972765171,1.3352803198414014,0.3577280094215404
1999-12-09,1.7672551339235827,1.1902530617093203,1.7149444806311434,0.9090533941449248,1.084943598435135,1.3327770260034015,0.3596311480707943
1999-12-10,1.79122168656908,1.163134259571734,1.7076648610226717,0.9076369229846479,1.0709903282236792,1.3216763799463944,0.35848944739630306
1999-12-13,1.81299609665162,1.1911973697142766,1.7380835883580257,0.9268218729355847,1.0978704385546132,1.3531833670734605,0.3583493755819783
1999-12-14,1.7490267068527612,1.2216235541604978,1.7272776619794634,0.9281809190974559,1.0862327729380576,1.3445799721220655,0.3590017905030241
1999-12-15,1.6792496203316738,1.23883898068788,1.7085734564096065,0.8990254721022948,1.1038905949265334,1.3425515519059363,0.354290378373128
1999-12-16,1.6684931255638815,1.2554088288985792,1.715176647221747,0.9092348799941475,1.1020341643079095,1.3465970078742928,0.3541516797083697
1999-12-17,1.6683883929299699,1.2504791313498627,1.711503172876512,0.8860966532924363,1.1004741725801361,1.3323785312096688,0.35432793841018173
1999-12-20,1.6418216398328838,1.2515188713850045,1.6989305487087392,0.8727109172880647,1.1076103137295938,1.3298852990816785,0.3548104549007756
1999-12-21,1.6172663190520788,1.2496976420894084,1.685527243064091,0.8639794510825036,1.1092327559044697,1.3262130803117758,0.3544991444960663
1999-12-22,1.5606101389017366,1.2330688088455293,1.64642777628071,0.838363636405532,1.10900000889929,1.3113788245023292,0.3537616571414334
1999-12-23,1.6108648838197492,1.2068122920787268,1.649096112678566,0.851323996385272,1.1034522960528435,1.3143488243434696,0.3587493655948704
1999-12-27,1.6830412241599555,1.1995254815426304,1.6770590251917479,0.8631826349627669,1.108317859538406,1.3249553243590793,0.360461545990334
1999-12-28,1.6452029348080146,1.179867031579824,1.6454990915809233,0.8695736291070519,1.117045304250514,1.335362911600523,0.3587945005899685
1999-12-29,1.6716441749936939,1.1710149414806184,1.6508153831198311,0.8690631890034823,1.105421110302497,1.3260159519540884,0.3601173862352247
1999-12-30,1.6668320789893873,1.1577806131230932,1.6386698240415953,0.880356360451432,1.1146853000511558,1.34014116089706,0.3605536841376455
